PMAID,LocID,Name,Address,ZIP Code,X Coord,Y Coord,Location 1
367,1057,Leschi Park,201 Lakeside Ave. S,98122,-122.286548,47.600931,"(47.600931, -122.286548)"
263,1808,Leschi-Lake Dell Natural Area,3525 E Terrace St,98122,-122.287835,47.604695,"(47.604695, -122.287835)"
4076,1058,Lewis Park,1120 15th Ave S,98144,-122.314435,47.592857,"(47.592857, -122.314435)"
4479,1103,Licorice Fern Natural Area on Thornton Creek,12th Ave NE & NE 130th St,98115,-122.315433,47.723106,"(47.723106, -122.315433)"
286,1059,Licton Springs Park,9536 Ashworth Ave N,98103,-122.338735,47.698542,"(47.698542, -122.338735)"
460,1060,Lincoln Park,8011 Fauntleroy Way SW,98136,-122.396012,47.531176,"(47.531176, -122.396012)"
4419,1061,Linden Orchard Park,Linden Ave N & N 67th St,98103,-122.347727,47.678016,"(47.678016, -122.347727)"
297,1064,Little Brook Park,14043 32nd Ave NE,98125,-122.294567,47.731387,"(47.731387, -122.294567)"
301,1809,Llandover Woods Greenspace,14499 3rd Ave NW,98177,-122.364545,47.733024,"(47.733024, -122.364545)"
264,2437,Longfellow Creek Greenspace,Delridge Way SW & SW Graham St,98106,-122.363435,47.530167,"(47.530167, -122.363435)"
362,1066,Louisa Boren Park,1606 15th Ave E,98112,-122.311628,47.635274,"(47.635274, -122.311628)"
461,1067,Lowman Beach Park,7017 Beach Dr SW,98136,-122.396728,47.540367,"(47.540367, -122.396728)"
289,1146,Loyal Heights Playfield,2101 NW 77th St,98117,-122.38324,47.684106,"(47.684106, -122.38324)"
4075,2494,Lynn Street Mini Park,2291 Fairview Ave E,98102,-122.32975,47.639849,"(47.639849, -122.32975)"
4422,1069,MacLean Park,1922 Taylor Ave N,98109,-122.345276,47.636191,"(47.636191, -122.345276)"
369,1071,Madison Park,4201 E Madison St,98112,-122.276602,47.635779,"(47.635779, -122.276602)"
4441,2509,Madison Park North Beach,2300 43rd Ave E,98112,-122.276118,47.639084,"(47.639084, -122.276118)"
4005,1471,Madrona Briar Patch,1605 Madrona Dr,98122,-122.284261,47.615231,"(47.615231, -122.284261)"
370,1473,Madrona Park,853 Lake Washington Blvd,98122,-122.282679,47.609299,"(47.609299, -122.282679)"
371,1147,Madrona Playground,3211 E Spring St,98122,-122.289885,47.611022,"(47.611022, -122.289885)"
2856,1474,Madrona Ravine,3799 E Spring St,98122,-122.285412,47.611456,"(47.611456, -122.285412)"
492,1476,Magnolia Greenbelt,W Howe St & Dartmouth Ave W,98199,-122.389073,47.636006,"(47.636006, -122.389073)"
747,1477,Magnolia Manor Park,3500 28th Ave W,98119,-122.390877,47.651085,"(47.651085, -122.390877)"
317,1478,Magnolia Park,1461 Magnolia Blvd W,98199,-122.398993,47.632366,"(47.632366, -122.398993)"
319,2564,Magnolia Playfield,2518 34th Ave W,98199,-122.399472,47.643746,"(47.643746, -122.399472)"
2970,0,Magnolia Tidelands Park,W Ruffner to Elliott Bay Marina,98144,-122.391648,47.630922,"(47.630922, -122.391648)"
111110,0,Magnuson Park,7400 Sand Point Way NE,98115,-122.255084,47.680304,"(47.680304, -122.255084)"
4434,1522,Maple Leaf Community Garden,529 NE 103rd St,98125,-122.322269,47.70326,"(47.70326, -122.322269)"
3881,1105,Maple Leaf Resevoir Park,1020 NE 82nd St,98115,-122.315613,47.689015,"(47.689015, -122.315613)"
1630,1523,Maple School Ravine,1950 S Graham St,98108,-122.308342,47.551071,"(47.551071, -122.308342)"
418,1106,Maple Wood Playfield,4801 Corson Ave S,98108,-122.318845,47.560041,"(47.560041, -122.318845)"
4447,1524,Marra-Desimone Park,9026 4th Ave S,98108,-122.329372,47.522124,"(47.522124, -122.329372)"
320,1525,Marshall Park,1191 7th Ave W,98119,-122.366805,47.629436,"(47.629436, -122.366805)"
432,1527,Martha Washington Park,6612 57th Ave S,98115,-122.260054,47.542398,"(47.542398, -122.260054)"
3923,2615,"Martin Luther King, Jr. Memorial",2200 Martin Luther King Jr  Way S,98144,-122.297165,47.582756,"(47.582756, -122.297165)"
298,1880,Marvin's Garden,5400 Ballard Ave NW,98107,-122.384972,47.667976,"(47.667976, -122.384972)"
347,1529,Matthews Beach Park,5100 NE 93rd St,98115,-122.271785,47.694564,"(47.694564, -122.271785)"
321,1530,Mayfair Park,2600 2nd Ave N,98109,-122.353356,47.643241,"(47.643241, -122.353356)"
3918,0,McClellan Place,S McClellan St & Beacon Ave S,98144,-122.311648,47.578695,"(47.578695, -122.311648)"
4013,2395,McGilvra Boulevard,1099 McGilvra Blvd E,98112,-122.282116,47.626925,"(47.626925, -122.282116)"
4008,1535,McGilvra Place,1425 E Madison St,98122,-122.313032,47.614233,"(47.614233, -122.313032)"
339,1536,McGraw Square,Westlake Ave N & Stewart St,98101,-122.337587,47.61299,"(47.61299, -122.337587)"
352,1107,Meadowbrook Playfield,10533 35th Ave NE,98125,-122.293493,47.705771,"(47.705771, -122.293493)"
268,2590,Me-Kwa-Mooks Natural Area,4100 Aikins Ave SW,98116,-122.403424,47.563782,"(47.563782, -122.403424)"
473,1539,Me-Kwa-Mooks Park,4503 Beach Dr SW,98116,-122.404006,47.563167,"(47.563167, -122.404006)"
1104,1149,Meridian Playground,4649 Sunnyside Ave N,98103,-122.332557,47.664159,"(47.664159, -122.332557)"
373,1150,Miller Playfield,330 19th Ave E,98112,-122.306261,47.621433,"(47.621433, -122.306261)"
4015,1541,Miller Triangle,222 20th Ave E,98112,-122.305711,47.620311,"(47.620311, -122.305711)"
291,1542,Mineral Springs Park,1500 N 105th St,98133,-122.336528,47.705755,"(47.705755, -122.336528)"
277,1543,Mock Creek Ravine,9612 35th Ave NE,98115,-122.28962,47.699037,"(47.699037, -122.28962)"
4021,2536,Montlake Boulevard,2811 Montlake Blvd E,98112,-122.30474,47.645971,"(47.645971, -122.30474)"
376,2536,Montlake Playfield,1618 E Calhoun St,98112,-122.310081,47.642407,"(47.642407, -122.310081)"
4460,1545,Morgan Junction,6413 California Ave SW,98136,-122.387528,47.545507,"(47.545507, -122.387528)"
419,2537,Mt. Baker Park,2521 Lake Park Dr S,98144,-122.288481,47.580957,"(47.580957, -122.288481)"
4427,2399,Mt. Baker Ridge Viewpoint,1403 31st Ave S,98144,-122.292616,47.589983,"(47.589983, -122.292616)"
4019,2595,Mt. Claire Park,2523 Mount Claire Dr S,98144,-122.28642,47.580737,"(47.580737, -122.28642)"
311,1547,Myrtle Edwards Park,3130 Alaskan Way,98121,-122.36087,47.618767,"(47.618767, -122.36087)"
4463,1548,Myrtle Reservoir,35th Ave SW & SW Myrtle St,98126,-122.376716,47.539206,"(47.539206, -122.376716)"
3916,1551,Nantes Park,5062 SW Admiral Way,98116,-122.397063,47.579565,"(47.579565, -122.397063)"
4023,1155,Nathan Hale Playfield,10750 30th Ave NE,98125,-122.292028,47.707715,"(47.707715, -122.292028)"
3975,2596,NE 60th Street Park,551 NE 60th St,98115,-122.322634,47.671728,"(47.671728, -122.322634)"
4403,1557,Nora's Woods,720 29th Ave,98122,-122.294573,47.608732,"(47.608732, -122.294573)"
247,247,North Beach Park,8999 24th Ave NW,98117,-122.390258,47.69471,"(47.69471, -122.390258)"
2956,2487,North Passage Point Park,600 NE Northlake Way,98105,-122.322428,47.653963,"(47.653963, -122.322428)"
361,361,Northacres Park,12718 1st Ave NE,98125,-122.326124,47.721775,"(47.721775, -122.326124)"
279,2618,Northeast Queen Anne Greenbelt,Dexter Way N & Lynn St & Wheeler,98109,-122.345011,47.635866,"(47.635866, -122.345011)"
4445,1562,Northgate Park,10510 5th Ave NE,98125,-122.322424,47.705194,"(47.705194, -122.322424)"
4452,1563,Northlake Park,699 NE Northlake Way,98105,-122.320826,47.654365,"(47.654365, -122.320826)"
4161,2599,Northwest 60th St. Viewpoint,6001 Seaview Ave NW,98107,-122.40656,47.672184,"(47.672184, -122.40656)"
322,1926,Observatory Courts,1405 Warren Ave N,98109,-122.355134,47.631342,"(47.631342, -122.355134)"
323,1927,Occidental Square,117 S Washington St,98104,-122.333272,47.600463,"(47.600463, -122.333272)"
4414,1929,Olympic Sculpture Park,2901 Western Ave,98121,-122.35418,47.616577,"(47.616577, -122.35418)"
3005,1930,Open Water Park,2351 W Marina Pl,98199,-122.386693,47.629555,"(47.629555, -122.386693)"
300,2403,Orchard Street Ravine,39th Ave SW & SW Orchard St,98136,-122.380151,47.538315,"(47.538315, -122.380151)"
403,1933,Othello Playground,4351 S Othello St,98118,-122.278105,47.536214,"(47.536214, -122.278105)"
4416,1934,Oxbow Park,6430 Corson Ave S,98108,-122.321583,47.54499,"(47.54499, -122.321583)"
4027,1937,Park Home Circle,5622 Park Rd NE,98105,-122.305464,47.67005,"(47.67005, -122.305464)"
4009,1938,Parkmont Place,2401 West Viewmont Way W,98199,-122.410083,47.640142,"(47.640142, -122.410083)"
324,2415,Parsons Gardens,650 W Highland Dr,98119,-122.366082,47.629868,"(47.629868, -122.366082)"
4029,1940,Peace Park,"NE 40th St & NE Pacific St, Seattle",98105,-122.323616,47.65543,"(47.65543, -122.323616)"
237,1810,Pelly Place Natural Area,6762 Murray Ave SW,98136,-122.39309,47.541492,"(47.541492, -122.39309)"
378,2239,Peppi's Playground,3233 E Spruce St,98122,-122.290602,47.602723,"(47.602723, -122.290602)"
274,1943,Piers 62 and 63,1951 Alaskan Way,98101,-122.345237,47.608656,"(47.608656, -122.345237)"
282,1945,Pigeon Point Park,4418 21st Ave SW,98106,-122.356966,47.563271,"(47.563271, -122.356966)"
382,1157,Pinehurst Playground,12029 14th Ave NE,98125,-122.314628,47.716436,"(47.716436, -122.314628)"
4444,1947,Pinehurst Pocket Park,11700 19th Ave NE,98125,-122.308222,47.714186,"(47.714186, -122.308222)"
325,1949,Pioneer Square,100 Yesler Way,98104,-122.333886,47.602076,"(47.602076, -122.333886)"
275,2242,Pipers Creek Natural Area,600 NW 117th St,98133,-122.364699,47.714678,"(47.714678, -122.364699)"
387,1951,Plum Tree Park,1717 26th Ave,98122,-122.299142,47.617053,"(47.617053, -122.299142)"
4000,1952,Plymouth Pillars Park,1050 Pike St,98101,-122.329092,47.614124,"(47.614124, -122.329092)"
345,1953,Powell Barnett Park,352 Martin Luther King Jr Way,98112,-122.295998,47.605197,"(47.605197, -122.295998)"
390,2404,Pratt Park,1800 S Main St,98144,-122.307257,47.601407,"(47.601407, -122.307257)"
326,1956,Prefontaine Place,425 3rd Ave,98104,-122.330883,47.601844,"(47.601844, -122.330883)"
357,2438,Prentis I. Frazier Park,401 24th Ave E,98112,-122.301614,47.622895,"(47.622895, -122.301614)"
420,1957,Pritchard Island Beach,8400 55th Ave S,98118,-122.26283,47.528948,"(47.528948, -122.26283)"
4158,2405,Puget Boulevard Commons,5200 26th Ave SW,98106,-122.365575,47.555356,"(47.555356, -122.365575)"
3993,2247,Puget Creek Greenspace,1901 SW Brandon St,98106,-122.358556,47.55187,"(47.55187, -122.358556)"
462,1961,Puget Park,4767 Puget Way SW,98106,-122.356922,47.558473,"(47.558473, -122.356922)"
4201,1039,Puget Ridge Playground,6029 21st Ave SW,98106,-122.359947,47.547368,"(47.547368, -122.359947)"
3984,1040,Queen Anne Bowl Playfield,2806 3rd Ave W,98119,-122.359711,47.645599,"(47.645599, -122.359711)"
4045,1565,Rainbow Point,631 NE Banner Pl,98115,-122.320476,47.682713,"(47.682713, -122.320476)"
422,1160,Rainier Beach Playfield,8802 Rainier Ave S,98118,-122.273136,47.525041,"(47.525041, -122.273136)"
3999,1568,Rainier Place,230 NW 53rd St,98107,-122.359434,47.667567,"(47.667567, -122.359434)"
423,1162,Rainier Playfield,3700 S Alaska St,98118,-122.2862,47.561817,"(47.561817, -122.2862)"
391,1570,Ravenna Park,5520 Ravenna Ave NE,98105,-122.305705,47.671404,"(47.671404, -122.305705)"
4080,1572,Ravenna Park Triangle,Ravenna Ave NE & NE 54th St,98105,-122.30367,47.668089,"(47.668089, -122.30367)"
254,1571,Ravenna Ravine,6215 24th Ave NE,98115,-122.301707,47.674823,"(47.674823, -122.301707)"
4411,1574,Ravenna Woods,4633 Ravenna Ave NE,98105,-122.303161,47.662559,"(47.662559, -122.303161)"
488,1576,Ravenna-Eckstein Park,6535 Ravenna Ave NE,98115,-122.304964,47.676873,"(47.676873, -122.304964)"
336,1588,Regrade Park,2251 3rd Ave,98121,-122.344776,47.614346,"(47.614346, -122.344776)"
463,2269,Riverview Playfield,7226 12th Ave SW,98106,-122.348688,47.54101,"(47.54101, -122.348688)"
379,1591,Roanoke Park,950 E Roanoke St,98102,-122.320185,47.643723,"(47.643723, -122.320185)"
9064,0,Roanoke St. Mini Park,1 E Roanoke St,98102,-122.329327,47.643193,"(47.643193, -122.329327)"
380,1165,Rogers Playground,2516 Eastlake Ave E,98102,-122.325257,47.642601,"(47.642601, -122.325257)"
248,1812,Ross Playground,4320 4th Ave NW,98107,-122.361347,47.659718,"(47.659718, -122.361347)"
4465,1594,Rotary Viewpoint,4622 35th Ave SW,98126,-122.375859,47.560222,"(47.560222, -122.375859)"
464,1595,Roxhill Park,2850 SW Roxbury St,98126,-122.368881,47.519496,"(47.519496, -122.368881)"
394,1168,Sacajawea Playground,1726 NE 94th St,98115,-122.308132,47.697132,"(47.697132, -122.308132)"
249,1599,Salmon Bay Park,2001 NW Canoe Pl,98117,-122.381343,47.679297,"(47.679297, -122.381343)"
4242,1600,Sam Smith Park,1400 Martin Luther King Jr Way S,98122,-122.297814,47.589982,"(47.589982, -122.297814)"
250,2493,Sandel Playground,9053 1st Ave NW,98117,-122.358701,47.695134,"(47.695134, -122.358701)"
4236,2539,Schmitz Boulevard,5717 SW Stevens St,98116,-122.405592,47.577899,"(47.577899, -122.405592)"
465,1603,Schmitz Preserve Park,5551 SW Admiral Way,98116,-122.400425,47.574375,"(47.574375, -122.400425)"
455,1605,Seacrest Park,1660 Harbor Ave SW,98126,-122.381226,47.589941,"(47.589941, -122.381226)"
335,2384,Seattle Aquarium,1483 Alaskan Way,98101,-122.342836,47.607411,"(47.607411, -122.342836)"
466,1609,Seola Park,11399 Seola Beach Dr SW,98146,-122.374332,47.50039,"(47.50039, -122.374332)"
4466,1610,Seven Hills Park,1514 E Howell St,98122,-122.312534,47.617684,"(47.617684, -122.312534)"
428,1611,Seward Park,5900 Lake Washington Blvd S,98118,-122.250639,47.54923,"(47.54923, -122.250639)"
3928,1616,Sierra Place,3300 Sierra Dr S,98144,-122.282492,47.573282,"(47.573282, -122.282492)"
4433,1617,Smith Cove,23rd Ave West,98199,-122.387679,47.632602,"(47.632602, -122.387679)"
4453,1619,Solstice Park,7400 Fauntleroy Way SW,98136,-122.390347,47.536414,"(47.536414, -122.390347)"
251,1175,Soundview Playfield,1590 NW 90th St,98117,-122.378878,47.695416,"(47.695416, -122.378878)"
3987,1738,Soundview Terrace,2500 11th Ave W,98119,-122.37141,47.640849,"(47.640849, -122.37141)"
4048,1624,South Park Meadow,9141 8th Ave S,98108,-122.323649,47.520795,"(47.520795, -122.323649)"
467,1177,South Park Playground,738 S Sullivan St,98108,-122.324159,47.528016,"(47.528016, -122.324159)"
377,2431,South Passage Point Park,3320 Fuhrman Ave E,98102,-122.322486,47.652087,"(47.652087, -122.322486)"
381,2523,Spring Street Mini Park,1506 E Spring St,98122,-122.3124,47.611801,"(47.611801, -122.3124)"
3117,2524,Spruce Street Mini Park,160 21st Ave,98122,-122.304648,47.603091,"(47.603091, -122.304648)"
2848,2848,St. Mark's Greenbelt,1500 Lakeview Blvd E,98102,-122.322174,47.63115,"(47.63115, -122.322174)"
425,1844,Stan Sayres Memorial Park,3808 Lake Washington Blvd S,98118,-122.277162,47.571222,"(47.571222, -122.277162)"
3919,1630,Stevens Place,2919 Beacon Ave S,98144,-122.310563,47.577122,"(47.577122, -122.310563)"
3981,1631,Stevens Triangle,3809 E John St,98112,-122.283592,47.619443,"(47.619443, -122.283592)"
592,1633,Sturgus Park,904 Sturgus Ave S,98144,-122.314376,47.59409,"(47.59409, -122.314376)"
290,1633,Sturtevant Ravine,9335 Sturtevant Ave S,98118,-122.268561,47.51783,"(47.51783, -122.268561)"
383,1635,Summit Place,Belmont Ave E & Bellevue Pl E,98102,-122.325708,47.627081,"(47.627081, -122.325708)"
4461,1636,Summit Slope Park,200 Summit Ave E,98102,-122.325298,47.619832,"(47.619832, -122.325298)"
3903,2500,Sunnyside Ave N Boat Ramp,2301 N Northlake Way,98103,-122.330723,47.650292,"(47.650292, -122.330723)"
252,1638,Sunset Hill Park,7531 34th Ave NW,98117,-122.400938,47.684034,"(47.684034, -122.400938)"
3901,1639,Sunset Place,105 NW 52nd St,98107,-122.357602,47.666686,"(47.666686, -122.357602)"
234,2416,SW Queen Anne Greenbelt,12th Ave W & W Howe St,98119,-122.373209,47.633353,"(47.633353, -122.373209)"
3913,2591,T.T. Minor Playground,1698 E Union St,98122,-122.310543,47.613111,"(47.613111, -122.310543)"
384,1076,Tashkent Park,511 Boylston Ave E,98102,-122.323444,47.62379,"(47.62379, -122.323444)"
3889,1643,Terry Pettus Park,2001 Fairview Ave E,98102,-122.329689,47.636742,"(47.636742, -122.329689)"
4014,1644,Thayer Place,10088 Waters Ave S,98178,-122.250038,47.510613,"(47.510613, -122.250038)"
1106,1756,Thomas C. Wales Park,2401 6th Ave N,98109,-122.344468,47.640523,"(47.640523, -122.344468)"
386,1044,Thomas St. Mini Park,306 Bellevue Ave E,98102,-122.326216,47.621036,"(47.621036, -122.326216)"
343,1648,Thorndyke Park,1818 Thorndyke Ave W,98199,-122.390161,47.635099,"(47.635099, -122.390161)"
416,0,Thornton Creek Park #1,13002 10th Ave NE,98125,-122.307629,47.707034,"(47.707034, -122.307629)"
4405,1649,Thyme Patch Park,2853 NW 58th St,98107,-122.395214,47.670709,"(47.670709, -122.395214)"
3909,1651,Tilikum Place,2701 5th Ave,98121,-122.347411,47.618382,"(47.618382, -122.347411)"
4421,1654,Trolley Hill Park,1800 Taylor Ave N,98109,-122.347039,47.635143,"(47.635143, -122.347039)"
4007,1658,Union Station Square,316 S Jackson St,98104,-122.330086,47.599362,"(47.599362, -122.330086)"
424,1659,University Circle,5801 University Circle NE,98105,-122.275181,47.67203,"(47.67203, -122.275181)"
3998,1662,University Lake Shore Place,4275 NE 125th St,98125,-122.28006,47.718937,"(47.718937, -122.28006)"
435,1180,University Playground,4745 9th Ave NE,98105,-122.319312,47.664447,"(47.664447, -122.319312)"
4451,1757,Ursula Judkins Viewpoint,2605 W Galer St,98199,-122.390232,47.632049,"(47.632049, -122.390232)"
431,1874,Van Asselt Playground,7050 Beacon Ave S,98108,-122.294068,47.539446,"(47.539446, -122.294068)"
338,1664,Victor Steinbrueck Park,2001 Western Ave,98121,-122.343869,47.610153,"(47.610153, -122.343869)"
4443,1666,Victory Creek Park,1059 NE Northgate Way,98125,-122.315554,47.709155,"(47.709155, -122.315554)"
438,1875,Victory Heights Playground,1737 NE 106th St,98125,-122.307834,47.705672,"(47.705672, -122.307834)"
444,1876,View Ridge Playfield,4408 NE 70th St,98115,-122.279969,47.679747,"(47.679747, -122.279969)"
3098,1667,Viretta Park,151 Lake Washington Blvd E,98112,-122.282003,47.61875,"(47.61875, -122.282003)"
4002,1668,Virgil Flaim Park,2700 NE 123rd St,98125,-122.299374,47.717955,"(47.717955, -122.299374)"
399,1669,Volunteer Park,1247 15th Ave E,98112,-122.315568,47.630378,"(47.630378, -122.315568)"
1000399,0,Volunteer Park Conservatory,1400 E Galer St,98112,-122.315708,47.632063,"(47.632063, -122.315708)"
449,2336,Wallingford Playfield,4219 Wallingford Ave N,98103,-122.337444,47.658544,"(47.658544, -122.337444)"
1000004,0,Wallingford Steps,1800 N Northlake Way,98103,-122.336152,47.647345,"(47.647345, -122.336152)"
3941,1748,Walt Hundley Playfield,6920 34th Ave SW,98126,-122.373415,47.54017,"(47.54017, -122.373415)"
763,1684,Ward Springs Park,4th Ave N & Ward St,98109,-122.349245,47.627747,"(47.627747, -122.349245)"
398,2394,Warren G. Magnuson Park,7400 Sand Point Way NE,98115,-122.255084,47.680304,"(47.680304, -122.255084)"
393,0,Washington Park Arboretum,2300 Arboretum Dr E,98112,-122.294835,47.636477,"(47.636477, -122.294835)"
1100393,393,Washington Park Playfield,1017 Lake Washington Blvd E,98112,-122.293925,47.627064,"(47.627064, -122.293925)"
4165,2499,Washington Street Public Boat Landing,199 Alaskan Way S,98104,-122.336045,47.601007,"(47.601007, -122.336045)"
3973,1689,Waterfront Park,1401 Alaskan Way,98101,-122.342196,47.606778,"(47.606778, -122.342196)"
4083,1692,Waterway 19,2119 N Northlake Way,98103,-122.332567,47.646349,"(47.646349, -122.332567)"
3966,1694,Weather Watch Park,4035 Beach Dr SW,98116,-122.409506,47.568247,"(47.568247, -122.409506)"
3894,1045,Webster Park,3025 NW 68th St,98117,-122.397851,47.677832,"(47.677832, -122.397851)"
3899,1695,Wedgwood Square,8126 31st Ave NE,98115,-122.294772,47.688151,"(47.688151, -122.294772)"
4401,2603,West Duwamish Greenbelt,W Marginal Way SW & Highland Park Way SW,98106,-122.356966,47.563271,"(47.563271, -122.356966)"
3694,2401,West Ewing Mini Park,244 W Ewing St,98119,-122.360602,47.65205,"(47.65205, -122.360602)"
375,2402,West Montlake Park,2815 W Park Dr E,98112,-122.30982,47.646219,"(47.646219, -122.30982)"
330,2561,West Queen Anne Playfield,150 W Blaine St,98119,-122.359504,47.635514,"(47.635514, -122.359504)"
469,2566,West Seattle Golf Course,4600 35th Ave SW,98126,-122.369657,47.55986,"(47.55986, -122.369657)"
472,2528,West Seattle Stadium,4432 35th Ave SW,98126,-122.374348,47.562826,"(47.562826, -122.374348)"
468,1701,Westcrest Park,9000 8th Ave SW,98106,-122.341719,47.525783,"(47.525783, -122.341719)"
494,1702,Westlake Greenbelt,Westlake Ave & Halladay St,98109,-122.34338,47.641586,"(47.641586, -122.34338)"
332,1703,Westlake Park,401 Pine St,98101,-122.33724,47.611099,"(47.611099, -122.33724)"
334,1705,Westlake Square,1900 Westlake Ave,98109,-122.337285,47.613627,"(47.613627, -122.337285)"
385,2530,William Grose Park,1814 30th Ave,98122,-122.29294,47.618021,"(47.618021, -122.29294)"
4016,1707,Williams Place,199 15th Ave E,98112,-122.313094,47.619809,"(47.619809, -122.313094)"
278,1814,Wolf Creek Ravine Natural Area,McGraw St between 2nd Ave N & Nobb Hill Ave N,98109,-122.352314,47.639775,"(47.639775, -122.352314)"
292,1815,Woodland Park,1000 N 50th St,98103,-122.344218,47.668906,"(47.668906, -122.344218)"
1000292,292,Woodland Park Rose Garden,750 N 50th St,98103,-122.35054,47.666499,"(47.666499, -122.35054)"
200,9909,Woodland Park Zoo,700 N 50th St,98103,-122.35043,47.666183,"(47.666183, -122.35043)"
4563,0,Yesler Playfield,835 Yesler Way,98104,-122.320083,47.601262,"(47.601262, -122.320083)"
580,1712,York Park,3650 Renton Ave S,98144,-122.295537,47.570461,"(47.570461, -122.295537)"
3926,1816,York Playground,3327 34th Ave S,98126,-122.290713,47.572695,"(47.572695, -122.290713)"
